id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
52579773,Quiet and Cozy entire 1bdrm unit. Great location.,387768538,Marina,,78717,30.48094,-97.76504,Entire home/apt,99,2,6,2021-10-25,1.02,1,0,6,
52653514,"NEW Listing! Inland Greens Urban Escape. Convenient Locale: N Austin, Domain, Q2 Soccer, Restaurants",177821967,ITrip Vacations,,78758,30.36465,-97.70622,Entire home/apt,298,2,1,2022-02-07,0.88,30,341,1,
52655768,Spacious Comfy Home with a Hot Tub,15884689,Emily,,78703,30.29002,-97.75836,Entire home/apt,2250,2,0,,,3,365,0,
52656240,Townhouse in Zilker walk to ACL 10 min!,417472446,Jane,,78704,30.25956,-97.7608,Entire home/apt,700,1,2,2021-10-18,0.39,3,357,2,
52656350,Bright & sleek private bedroom +attached bathroom!,62842577,Sahar,,78721,30.27495,-97.68367,Private room,119,1,1,2021-10-10,0.17,2,0,1,
52657101,🧨 ATX Hype House 🍾 6th Street — 5 min Drive 🧨,293556347,UrbanStay,,78721,30.27731,-97.69271,Entire home/apt,347,3,13,2022-02-20,2.55,19,118,13,
52657313,Modern Studio 1 mile from Downtown & Zilker Park,84979209,Susan,,78704,30.25516,-97.75704,Entire home/apt,285,2,9,2022-03-09,1.93,1,16,9,
52658122,Newly Remodeled Rosedale Retreat,396849511,Joseph,,78756,30.32024,-97.743431,Entire home/apt,199,30,5,2022-01-04,0.98,1,66,5,
52658262,Cozy Apartment Minutes from Downtown,206299016,Abiel,,78721,30.26351,-97.69015,Entire home/apt,140,1,1,2021-10-24,0.19,1,0,1,
52663724,Modern Home Steps off South Congress 5 Star Hotel,18632836,Kim,,78704,30.24806,-97.75167,Entire home/apt,704,3,5,2021-11-27,1.08,1,22,5,
52663828,"Deluxe Domain 1BR w/ Gym, W/D & Pool, walk to restaurants, by Blueground",107434423,Blueground,,78758,30.393692,-97.725586,Entire home/apt,167,31,1,2022-01-03,0.43,36,352,1,
52663888,"Bright Domain 1BR w/ Gym, W/D & Pool, walk to restaurants, by Blueground",107434423,Blueground,,78758,30.393692,-97.725586,Entire home/apt,167,31,0,,,36,286,0,
52666445,Vanitas: boho eclectic,69892782,Jessica,,78759,30.40238,-97.75019,Entire home/apt,95,1,8,2022-01-01,1.63,1,18,8,
52667041,Spacious Condo in the heart of Austin 🌃,11985344,Michelle,,78751,30.31218,-97.73131,Entire home/apt,180,2,4,2021-12-05,0.76,1,0,4,
52667098,"Beautiful home w steam sauna, great outdoor space.",33387270,Taylor,,78702,30.27828,-97.70161,Entire home/apt,1803,4,0,,,1,5,0,
52669186,CampEZ-5 in SxS Austin TX,1568741,Jim O',,78745,30.20854,-97.76978,Entire home/apt,18,2,1,2021-10-24,0.21,15,365,1,
52669568,Private Room in South Austin-Garden-FAST WiFi,346837428,Mahria,,78745,30.20263,-97.79955,Private room,35,30,1,2021-11-14,0.22,1,0,1,
52670953,Prívate room in Zilker Park walk to ACL in 5 min!,417472446,Jane,,78704,30.2592,-97.7609,Private room,190,1,3,2021-11-13,0.64,3,359,3,
52671004,Perfect ACL Walk to Zilker Park Peaceful 1 bedroom,417472446,Jane,,78704,30.25893,-97.76112,Private room,190,1,1,2022-02-20,1,3,362,1,
52672610,"Quiet, bright corner unit with covered parking",3066753,Mary,,78701,30.28077,-97.74557,Entire home/apt,145,1,12,2022-03-08,2.32,1,47,12,
52672654,❤Cozy Getaway❤ 2BR 2BTH APT/10min AIRPORT/DWTWN,426372274,Dream,,78741,30.23462,-97.71718,Entire home/apt,200,2,7,2022-02-20,1.75,1,21,7,
52674331,A home you will love | 1 BR in Austin,359036978,Casey,,78702,30.28063,-97.71083,Entire home/apt,147,30,0,,,338,365,0,
52675000,Clean Rowhome in Mueller close close to downtwn.,133452147,Christine,,78723,30.29878,-97.69983,Entire home/apt,500,31,1,2021-11-28,0.29,1,85,1,
52675012,Lovely condo with private bedroom & on suite bath,116704040,Naomi,,78704,30.23648,-97.78449,Private room,40,31,2,2022-01-09,0.54,1,315,2,
52675070,Entire Home Recently Updated in South Austin,396815619,Blake,,78748,30.18195,-97.80355,Entire home/apt,285,3,19,2022-03-11,3.85,1,132,19,
52677766,Very Spacious Updated South Austin Home,36009974,Alex,,78745,30.20852,-97.79345,Entire home/apt,493,2,0,,,2,179,0,
52678446,Luxury 1 bedroom apartment with amenities and pool,417086331,Hakan,,78741,30.23191,-97.7202,Entire home/apt,299,3,2,2022-02-22,0.43,2,364,2,
52683463,"Premium Domain 1BR w/ Gym, W/D & Pool, walk to restaurants, by Blueground",107434423,Blueground,,78759,30.409386,-97.720497,Entire home/apt,115,31,0,,,36,301,0,
52775301,"Music, Art, Great Food in Austin-STUDIO CONDO",410019817,Allison,,78701,30.27261,-97.74858,Entire home/apt,256,2,0,,,3,71,0,
52733380,Cozy 2-bedroom Townhome in Mueller Neighborhood,426908358,Nima,,78723,30.29874,-97.70171,Entire home/apt,250,1,2,2022-03-07,2,1,114,2,
52735145,Sunny Yellow House in South Austin,57138639,Meghan,,78745,30.19891,-97.82085,Entire home/apt,299,1,8,2022-02-06,2.02,5,58,8,
52735755,Cozy 1BR/1BA in the Heart of Eastside free parking,424230514,Roger,,78702,30.26042,-97.72416,Entire home/apt,286,2,5,2022-02-23,2.27,4,22,5,
52737900,Feels Like Home - quiet and just 10min from DT,285364413,Christian,,78741,30.22802,-97.74007,Entire home/apt,143,30,1,2022-02-05,0.83,14,327,1,
52739779,2 Bedroom/2 Bath Condo-Minutes to Downtown - Slp 6,22447061,Trish & Logan,,78701,30.27215,-97.7467,Entire home/apt,199,1,0,,,2,4,0,
52743470,Downtown Austin 4-Bedroom Gem,426999621,Hari,,78702,30.271408,-97.724121,Entire home/apt,629,1,0,,,1,347,0,
52749101,🌿 Bouldin Creek Casita,64277094,Alice,,78704,30.24822,-97.75783,Entire home/apt,142,2,19,2022-03-09,4.04,1,17,19,
52749263,"Eastside Home minutes to Airport, Tesla and DT.",7656817,Derrick,,78725,30.28202,-97.6623,Entire home/apt,200,3,3,2022-02-05,0.66,1,268,3,
52750211,"Home (2bed, 2bath) walkable to dining & parks",9573440,Corinne,,78722,30.29076,-97.71563,Entire home/apt,299,2,4,2022-02-21,1.14,1,63,4,
52750403,"Dog-Friendly Austin Home Close to Breweries & Nature w/Free WiFi, AC, & Firepit",26497220,Vacasa Texas,,78736,30.24431,-98.00199,Entire home/apt,360,2,1,2021-11-13,0.25,99,362,1,
52752766,Just Built! Cozy & Sunny 3-Bedroom in South Austin,11210361,Dara,,78747,30.12402,-97.77707,Entire home/apt,230,6,0,,,1,136,0,
52753594,LOVELY 1-bedroom with dog park and pool,132035788,Andrea,,78704,30.23989,-97.78742,Entire home/apt,101,1,0,,,1,131,0,
52756073,Cheerful 1-bedroom brand new Beautiful home w/Pool,324923800,Amy,,78754,30.35625,-97.66079,Private room,42,1,1,2021-10-23,0.19,6,0,1,
52757625,🥊 McConaughey Mansion 🤠 6th Street — 5 min Drive 🥊,293556347,UrbanStay,,78721,30.27647,-97.69282,Entire home/apt,328,3,9,2022-02-21,1.79,19,111,9,
52757691,WanderJaunt | Garrison | 2BR | Central Austin,104309976,WanderJaunt,,78705,30.28883,-97.7254,Entire home/apt,264,1,2,2021-10-24,0.41,194,182,2,
52757698,WanderJaunt | Abbott | 2BR | Central Austin,104309976,WanderJaunt,,78705,30.28697,-97.72499,Entire home/apt,270,1,1,2022-03-11,1,194,160,1,
52760004,New Construction! Gorgeous 3 BR residence.,95767676,Tracie,,78747,30.12469,-97.77551,Entire home/apt,222,3,8,2022-03-07,1.73,2,171,8,
52760138,Cheerful Southwest Austin 3-Bedroom Home,118755044,Adam,,78745,30.21396,-97.82312,Entire home/apt,756,2,6,2022-01-31,1.29,1,61,6,
52760360,1 Bedroom/1 Bath Condo-Minutes to Downtown - Slp 4,22447061,Trish & Logan,,78701,30.27268,-97.74693,Entire home/apt,399,1,0,,,2,0,0,
52761076,Casitas Tiago / 2 miles from Downtown Austin,131246063,Casitas,,78704,30.25422,-97.7651,Entire home/apt,298,2,1,2021-10-24,0.19,5,0,1,
52761117,★Luxury Condo - Downtown  Party District!!! ★,104180758,Daniel,,78741,30.24633,-97.73323,Entire home/apt,450,2,22,2022-03-10,4.52,3,289,22,
52770710,Stay in and Sauna or Walk to all the Austin Action,346077525,Adee,,78704,30.25629,-97.76963,Entire home/apt,1100,2,2,2022-02-27,0.81,1,23,2,
52771199,Clean Private Bed/Bathroom in West Campus,14759124,Sofia,,78705,30.28277,-97.74538,Private room,100,5,0,,,1,0,0,
52772235,Luxury Home 5 acres - Amazing Views and Location,5053597,Ashton,,78737,30.16805,-97.9699,Entire home/apt,475,3,0,,,1,106,0,
52772517,Close to SXSW! Cozy 1B for Extended Stay in Hyde Park | Fast WiFi | Pool,243684594,Shirley,,78756,30.31925,-97.73262,Entire home/apt,182,1,5,2022-01-10,1.08,51,346,5,
52772782,Modern & Bright South Austin Home (Monthly Rental),25548269,Morgan,,78745,30.22365,-97.77666,Entire home/apt,120,30,2,2022-01-31,0.78,1,112,2,
52772998,FRONTDESK | Convenient 1 BR with Private Balcony,405833537,Frontdesk,,78741,30.230724,-97.719757,Entire home/apt,178,1,44,2022-03-04,9.64,15,361,44,
52773211,South Austin Duplex,29154315,David,,78747,30.15432,-97.75828,Entire home/apt,400,1,2,2021-11-07,0.45,2,1,2,
52773926,✷ Magical Cabin in the Woods ✷ Dream House ATX ✷,10930913,Sophia Rose,,78732,30.4169,-97.88585,Entire home/apt,320,1,1,2022-03-09,1,1,146,1,
52774152,FRONTDESK | Modern 1 BR with Private Balcony,405833537,Frontdesk,,78741,30.230724,-97.719757,Entire home/apt,178,1,12,2022-03-03,3.27,15,359,12,
52774814,FRONTDESK | Bright 1 BR with Private Balcony,405833537,Frontdesk,,78741,30.230724,-97.719757,Entire home/apt,133,1,7,2022-02-05,1.98,15,348,7,
52685091,Clean and spacious apartment,86137304,Malene,,78758,30.40317,-97.70027,Entire home/apt,600,1,0,,,1,0,0,
52685345,Nice comfortable private room,374101201,Paul,,78701,30.27049,-97.74728,Private room,600,1,0,,,1,0,0,
52685714,Austin's Fittest Home,150025296,Jesse,,78736,30.24233,-97.90264,Entire home/apt,385,2,1,2021-11-07,0.24,1,30,1,
52687391,"Close to SXSW! Perfect for Monthly Bookings! Modern, Cozy Gem | Fast WiFi | Pool",243684594,Shirley,,78756,30.31905,-97.73178,Entire home/apt,146,1,15,2022-01-20,3.15,51,360,15,
52687392,SXSW Easy Access! Monthly Discounts | Modern 1B | Fast WiFi | Hyde Park,243684594,Shirley,,78756,30.32107,-97.73245,Entire home/apt,163,1,10,2022-01-31,2.01,51,361,10,
52690641,Enjoy ACL from the Historical East Side!!,67974432,Bobby,,78721,30.28096,-97.67646,Private room,86,1,0,,,1,40,0,
52691975,Lovely Getway w/King Bed ❤️ on Rainey ST,247023420,Bon Voyage,,78701,30.26108,-97.74,Entire home/apt,241,3,26,2022-03-06,5.10,3,53,26,
52702988,Modern & Spacious 3 BR w/ Downtown Skyline Views,9266989,Ning,,78724,30.30379,-97.63024,Entire home/apt,345,2,6,2022-01-09,1.29,1,19,6,
52703333,❤️ Iconic Hill Country | Heated Pool |Spa | Firepit,169758891,Valerie,,78737,30.21186,-98.02094,Entire home/apt,290,1,12,2022-02-27,2.61,17,348,12,
52704173,Location speaks for itself,226750291,Aaron,,78702,30.26257,-97.73124,Entire home/apt,294,1,9,2022-02-28,1.81,1,54,9,
52705478,1 Bedroom in a quite neighbored in north Austin,38574817,Melissa,,78727,30.421477367862707,-97.72933329524712,Private room,92,1,0,,,1,145,0,
52706099,"SXSW Easy Access! ★ Cozy, Modern 1B for Extended Stay | Fast WiFi | Pool",243684594,Shirley,,78756,30.32089,-97.73082,Entire home/apt,122,1,18,2022-03-11,3.65,51,354,18,
52706100,"Close to SXSW! Extended Stay Discounts! Modern, Cozy Gem | Fast WiFi",243684594,Shirley,,78756,30.31943,-97.73243,Entire home/apt,131,1,11,2022-03-09,2.23,51,362,11,
52709042,Luxury Hill Country LakeHouse | Pet Friendly!,416718560,Matthew,,78734,30.41096,-97.91854,Entire home/apt,1147,2,1,2022-02-27,1,2,276,1,
52716321,Lamar Dreams - Modern 1 Bedroom + Den with Balcony,407710536,Oasis,,78703,30.269644,-97.755844,Entire home/apt,189,30,5,2022-02-27,0.95,9,16,5,
52717401,"One bedroom with shared bathroom Austin, TX",121336499,Teresa,,78744,30.20283,-97.69381,Private room,60,1,7,2022-03-06,1.43,1,62,7,
52717661,Quiet Studio Downtown with Amenity access,2711307,Michelle,,78701,30.26468,-97.74331,Entire home/apt,250,3,9,2022-02-27,1.64,1,4,9,
52718788,3-Bedroom residential home minutes from downtown,31337675,Lyn,,78744,30.19228,-97.7592,Entire home/apt,600,1,3,2022-02-13,0.66,1,144,3,
52721652,Beautiful Two Bedroom Condo with Pools and Parking,43112578,Nichole,,78741,30.22518,-97.72735,Entire home/apt,81,30,0,,,1,208,0,
52722802,Orange Couch Studio 🍊,122367639,Honey,,78744,30.17062,-97.78091,Entire home/apt,79,1,23,2022-02-24,5.48,5,239,23,
52723156,Cozy place with free parking 15 minutes from Downtown.,30524728,Paola,,78735,30.2494,-97.85984,Private room,76,1,1,2022-01-07,0.46,1,77,1,
52723508,Dwtn ATX Eccentric Contemporary Paradise 2BR 2BA,224086384,Leandre,,78702,30.26373,-97.72397,Entire home/apt,420,2,12,2022-03-05,2.59,1,49,12,
52728248,"Deluxe Riverside 1BR w/ Gym, Pool & W/D, wallk to downtown, by Blueground",107434423,Blueground,,78704,30.264778,-97.762131,Entire home/apt,162,31,0,,,36,344,0,
52730786,Spacious Condo at the Domain,272120066,Chris,,78758,30.40458,-97.70734,Private room,65,1,4,2021-11-14,0.81,1,284,4,
52775549,Valentine's Day in AUSTIN!!- 2 BR,410019817,Allison,,78701,30.27049,-97.74689,Entire home/apt,225,2,1,2022-02-13,1,3,7,1,
52784670,Newly Renovated Modern 3BR Home in NW Austin,427328207,Jenny,,78729,30.45945,-97.78766,Entire home/apt,258,2,21,2022-02-25,4.53,1,8,21,
52787589,FRONTDESK | Convenient 2 BR in East Riverside,405833537,Frontdesk,,78741,30.23096,-97.72085,Entire home/apt,502,1,34,2022-03-02,7.23,15,332,34,
52812115,"Modern 4 bedroom, 4.5 bath in the heart of Zilker",427558039,Jacob,,78704,30.25696,-97.77363,Entire home/apt,2000,3,0,,,2,333,0,
52812617,★Texas 3D-Printed Home. Experience the future!★,427562003,Joe,,78721,30.28031,-97.69515,Entire home/apt,206,2,32,2022-03-06,6.86,1,318,32,
52813213,WanderJaunt | Eloise | 2BR | Central Austin,104309976,WanderJaunt,,78705,30.28853,-97.72484,Entire home/apt,308,1,8,2022-02-28,1.63,194,169,8,
52813230,WanderJaunt | Maeve | 2BR | Central Austin,104309976,WanderJaunt,,78705,30.28794,-97.72514,Entire home/apt,281,1,7,2022-03-01,3.00,194,160,7,
52813243,WanderJaunt | Tate | 2BR | Central Austin,104309976,WanderJaunt,,78705,30.2879,-97.72483,Entire home/apt,245,1,4,2022-01-01,0.84,194,166,4,
52814543,Private room 2 in East Central home (Women only),28463450,Erin,,78723,30.29131,-97.70155,Private room,45,30,1,2022-01-02,0.43,2,262,1,
52815547,💯5🌟2 KingSuites👸SpaBaths🚿GoldenTee⛳️Games⚡️SLEEPS 18,92179453,Brian,,78721,30.27899,-97.68433,Entire home/apt,1409,2,17,2022-03-07,3.52,2,195,17,
52816133,"Brand New 1BR, Cozy, King Bed, Pool & Gym",51461047,Lia,,78744,30.16889,-97.77204,Entire home/apt,112,2,2,2022-03-05,0.43,1,74,2,
52821554,Cozy 1 bedroom w/ private bath & exterior access,32765429,Sabine,,78733,30.33483,-97.87093,Private room,115,1,4,2022-03-06,0.86,1,75,4,
52825828,Relax in your own apt | 1BR in Austin,359036978,Casey,,78754,30.33032,-97.66375,Entire home/apt,149,30,0,,,338,365,0,
52826542,“The Armadillo” cabin on 3 gated acres with pool!,260440308,Keele,,78737,30.20779,-97.95197,Entire home/apt,152,2,8,2022-03-06,1.71,12,342,8,
52826809,"Casa Rosa - Bed, Bath & Breakfast Bar-Private Stay",418189333,Valerie,,78745,30.18659,-97.77727,Private room,115,1,22,2022-02-27,5.24,2,21,22,
52830038,Lovely 1-bedroom 10 min from downtown Austin,78452465,Liubov,,78741,30.22273,-97.72601,Entire home/apt,190,1,7,2021-12-05,1.45,1,33,7,
52839818,Spacious 3 bedroom house for groups or families,17504063,Nicole,,78725,30.21762,-97.62954,Entire home/apt,671,2,6,2022-02-18,1.29,1,346,6,
52840845,"Bright 2/1, yard, near Domain, 15 min to downtown",8223417,Erica,,78758,30.38943,-97.70016,Entire home/apt,100,30,1,2022-01-19,0.57,2,218,1,
52841016,Eastside Escape By Boutiq,29098373,Dan,,78702,30.26267,-97.7342,Entire home/apt,1219,2,1,2022-02-27,1,1,330,1,
52843549,"Cozy, private master bedroom suite in a new house",65791731,Manny,,78724,30.26155,-97.5834,Private room,250,2,2,2021-10-24,0.43,2,365,2,
52847561,Landing | Modern Apartment with Amazing Amenities (ID765935),263502162,Landing,,78745,30.19648,-97.77819,Entire home/apt,116,30,0,,,50,315,0,
52853799,"Sleek Riverside 1BR w/ Gym, Pool & W/D, wallk to downtown, by Blueground",107434423,Blueground,,78704,30.259436,-97.74894,Entire home/apt,168,31,0,,,36,261,0,
52853875,"Sunny Riverside 1BR w/ Gym, Pool & W/D, wallk to downtown, by Blueground",107434423,Blueground,,78704,30.259436,-97.74894,Entire home/apt,150,31,0,,,36,328,0,
52855439,Beautiful Westlake Hills Oasis,36711892,Carrie,,78746,30.30468,-97.80051,Private room,114,2,2,2022-03-05,2,2,68,2,
52856111,Spacious Bedroom in Shared House/Private Bathroom,194963345,Sue,,78728,30.45484,-97.68862,Private room,100,2,1,2021-10-24,0.21,3,224,1,
52857582,Welcome Home,212107402,Beau,,78749,30.20254,-97.8391,Entire home/apt,664,2,2,2021-11-07,0.46,1,159,2,
52859392,🪴 Townhouse East | Walkable | Close to Downtown,343836805,Juno,,78741,30.24185,-97.72553,Entire home/apt,442,3,6,2022-02-20,1.40,28,151,6,
52859529,★ Stylish 4BR Ranch in N. Central Austin ★ Parking,370754207,Serita,,78758,30.36623,-97.70825,Entire home/apt,292,2,9,2022-03-06,2.11,6,65,9,
52860627,Luxe Northeast Austin Home,271692271,Nico,,78724,30.316,-97.65695,Entire home/apt,367,1,13,2022-02-20,2.81,2,95,13,
52861827,Comfortable Home in Quiet Tree-Lined Neighborhood,14652398,Julian,,78748,30.18541,-97.82809,Entire home/apt,142,1,4,2022-03-06,2.40,1,252,4,
52863381,"Stylish 2/2 bungalow, patio and yard in Holly St.",4725809,Cameron,,78702,30.25136,-97.71548,Entire home/apt,160,30,1,2021-12-18,0.35,1,357,1,
52864229,"Comfy 2 bedroom, updated kitchen minutes from DT",116907430,Nathan,,78745,30.22378,-97.80002,Entire home/apt,650,2,4,2021-11-27,0.94,2,99,4,
52866580,Chill and close to downtown!,390808468,Rachel,,78747,30.14804,-97.73742,Private room,49,1,23,2022-03-08,5.80,1,325,23,
52873552,Insta-worthy home in E Austin w/ chef's kitchen,1443068,Daniel,,78721,30.28471,-97.68608,Entire home/apt,165,2,23,2022-03-05,6.22,1,293,23,
52873746,"5 min from Q2 and Domain, 15 min from downtown",410540510,Joanna,,78758,30.36473,-97.71418,Entire home/apt,296,1,28,2022-02-27,6.04,5,289,28,
52875807,N University Duplex 5 min from UT & Medical Center,412711,Niles,,78705,30.29684,-97.73315,Entire home/apt,170,30,1,2022-01-16,0.54,1,298,1,
52876644,Charming private room with bathroom in east austin,27977991,Rhea,,78741,30.23991,-97.71701,Private room,130,3,4,2022-01-12,0.86,1,299,4,
52876799,Prime Location 4 Bedroom home in South Austin,73971422,Gwen,,78745,30.2038,-97.80067,Entire home/apt,331,2,9,2022-03-08,2.01,1,265,9,
52876803,1 Bedroom Designer Furnished Apt in East Austin,385531403,Sentral East Austin 1614,,78702,30.26213,-97.72577,Entire home/apt,271,1,31,2022-03-08,6.94,5,361,31,
52876817,2 Bedroom Designer Furnished Apt in East Austin,385531403,Sentral East Austin 1614,,78702,30.26254,-97.72445,Entire home/apt,316,1,80,2022-03-08,17.02,5,328,80,
52876824,1 Bedroom Suite in East Austin,385531403,Sentral East Austin 1614,,78702,30.26214,-97.7261,Entire home/apt,260,1,32,2022-03-06,7.44,5,164,32,
52876932,Studio Suite on East 6th St,385526414,Sentral East Austin 1630,,78702,30.26317,-97.72371,Entire home/apt,217,1,25,2022-03-11,5.91,3,167,25,
52879862,"Huge, light-soaked bedroom w/ private bathroom.",10778439,Christian,,78702,30.28067,-97.71212,Private room,78,3,2,2021-12-28,0.43,3,0,2,
52881231,Quaint 3 Bedroom House with Huge Yard,19956526,Dylan,,78745,30.22224,-97.78122,Entire home/apt,306,2,8,2022-03-08,1.73,6,166,8,
52881714,Lovely 1bedroom unit,428137866,Corey,,78723,30.31755,-97.70323,Private room,50,1,0,,,1,357,0,
52883217,The Zilker Villa,18253226,Stay Local Austin,,78704,30.25793,-97.77276,Entire home/apt,888,2,9,2022-03-06,1.99,30,331,9,
52883280,Contemporary Home in the Heart of East Austin,18054864,Erin,,78702,30.25243,-97.72598,Entire home/apt,469,3,1,2022-03-20,1,1,0,1,
52884463,Donovan Plaza PRVTbedroom suite,170465200,Welcome,,78758,30.3973,-97.72593,Shared room,53,1,0,,,18,153,0,
52885782,Intimate East Downtown ATX | backyard & hot tub,178665348,Zac & Traci,,78702,30.26058,-97.7058,Entire home/apt,375,1,24,2022-03-09,8.57,1,70,24,
52886730,Scandinavian simplicity 2 bedroom East Austin,20415403,Bente,,78702,30.269336399991253,-97.71806986166531,Entire home/apt,363,2,2,2022-02-27,2,1,149,2,
52892417,💞Cozy and Quaint 2 bdrm w/ patio in South Austin,243457871,Alisha,,78744,30.19877763662449,-97.73425165870584,Entire home/apt,131,1,1,2022-02-28,1,2,21,1,
52893398,LUXURY 3BDRM HOUSE NEAR S. CONGRESS,1409572,Thuy,,78704,30.24769,-97.76155,Entire home/apt,325,30,0,,,1,167,0,
52787975,FRONTDESK | Modern 2 BR in East Riverside,405833537,Frontdesk,,78741,30.230724,-97.719757,Entire home/apt,250,1,34,2022-03-01,8.57,15,347,34,
52788465,CampEZ-9 in SxS Austin TX,1568741,Jim O',,78745,30.21018,-97.76985,Entire home/apt,18,2,0,,,15,365,0,
52788513,Luxury 1 bed condo in exclusive gated community,9520463,Amanda,,78738,30.35205,-97.99119,Entire home/apt,150,3,1,2021-10-25,0.22,1,119,1,
52788790,CampEZ-10 in SxS Austin TX,1568741,Jim O',,78745,30.20858,-97.77006,Entire home/apt,18,2,1,2021-10-24,0.21,15,365,1,
52792599,Luxury Modern Oasis Near Q2 Stadium and the Domain,238602770,Kim,,78758,30.36237,-97.70199,Entire home/apt,150,30,0,,,1,132,0,
52794165,Hip House & Sweet Studio | Walk to Bars | Kitchen,7270902,Meshelle,,78702,30.25676,-97.72251,Entire home/apt,800,2,0,,,18,0,0,
52795598,Pool | 5 Beds | Sleeps 10 - WalkerVR Westlake Hills Designer,15864252,Walker Luxury Vacation,,78746,30.28448,-97.78726,Entire home/apt,868,1,1,2021-12-05,0.31,14,294,1,
52796291,"Alright, Alright, Alright! King Bed Bungalow",55885216,Samuel (Cannon),,78703,30.29066,-97.75914,Entire home/apt,272,30,16,2022-02-06,3.43,6,189,16,
52796638,SoCo Haus in Downtown Austin: 1BR w/ Patio,1751842,Soco,,78704,30.25488,-97.74638,Entire home/apt,319,2,19,2022-03-12,4.25,1,122,19,
52806508,Luxurious suite w/ central location + 5 ⭐️ bathroom,5564667,Mel,,78752,30.33559,-97.69444,Entire home/apt,121,2,2,2022-02-25,2,2,339,2,
52809692,(Amazing views) Steps away from Downtown + Lake,90505079,Jon,,78704,30.25901,-97.74827,Entire home/apt,224,1,18,2022-03-07,4.19,1,66,18,
52809961,WelcomeInn's Donovan Plaza Family4-8guest,170465200,Welcome,,78758,30.3979,-97.72784,Entire home/apt,132,1,4,2021-12-12,0.87,18,153,4,
52810489,"Austin, Texas | Modern Estate",387932846,Connor,,78727,30.42718,-97.69098,Entire home/apt,257,1,3,2022-02-21,0.85,2,119,3,
52811462,Beautiful light-filled home with pool,139613,Matthew,,78704,30.24731,-97.74081,Entire home/apt,407,2,3,2022-02-18,0.74,3,104,3,
52942572,Landing | Modern Apartment with Amazing Amenities (ID295628),263502162,Landing,,78758,30.3968,-97.72953,Entire home/apt,122,30,0,,,50,346,0,
52943348,"KING BED! Bright, Airy EXTENDED STAY By The Domain",93225210,Johnson,,78729,30.45321,-97.75478,Entire home/apt,333,1,2,2022-02-04,0.69,1,339,2,
52946685,Sun-Drenched Hideaway in Central East Austin,4379755,Krystyna,,78702,30.27852698282603,-97.71746666787233,Entire home/apt,260,2,0,,,1,91,0,
52950257,Lovely 1-bedroom 6th St condo with free parking,197567058,Judd,,78703,30.27241,-97.75704,Entire home/apt,399,3,2,2022-02-13,0.94,1,8,2,
52951132,3 Bedroom Brentwood Bungalow,62866709,Natalie,,78757,30.33063,-97.72711,Entire home/apt,175,30,2,2022-01-11,0.85,1,83,2,
52953873,Karaoke Zen Luxury Apt Zilker Barton Springs,393072025,Anne,,78704,30.26598,-97.7617,Private room,79,2,1,2021-12-11,0.27,1,0,1,
52962010,"New & Modern 3-Story Near Downtown, COTA & Airport",28284112,Eric,,78741,30.24195,-97.69206,Entire home/apt,789,2,2,2022-03-06,2,1,317,2,
52966650,3 Beds 2 Baths Brand New Home with Hot Tub.,378300252,Polly,,78724,30.26294,-97.58717,Entire home/apt,220,3,13,2022-03-07,3.36,1,321,13,
52967648,"Soco tiny house, free parking, close to everything",95796374,Katherine Oates,,78704,30.23927,-97.74882,Entire home/apt,98,14,1,2021-12-09,0.32,1,164,1,
52968697,"Modern, Quiet, Minutes to Everything!",34968706,Alex,,78721,30.28432,-97.68244,Entire home/apt,259,1,13,2022-02-21,3.33,1,222,13,
52969852,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.39956,-97.70751,Entire home/apt,167,90,0,,,338,365,0,
52969946,Stay cozy + creative in Central ATX! Entire unit!,409833355,Ethan,,78752,30.3295,-97.72393,Entire home/apt,144,1,6,2022-03-06,4.00,1,169,6,
52970680,East Austin☼Ideal for Long Stays☼Pets☼Office+WiFi,50486079,Jason,,78721,30.28166,-97.68256,Entire home/apt,227,7,3,2021-12-28,0.72,4,228,3,
52972360,"Cozy Clean 2B2B Close to SXSW 🌹 Comfy King Beds, Gym, Fast WiFi & Desks",243684594,Shirley,,78741,30.23856,-97.73092,Entire home/apt,259,1,15,2022-03-10,3.52,51,360,15,
52974205,Private bedroom in the center of west campus!,130655216,Terry,,78705,30.28613,-97.74456,Private room,75,1,1,2022-01-01,0.42,1,342,1,
52976626,SOUTH AUSTIN APARTMENT   Between mopac and I 35,428900685,Brandon,,78745,30.19608,-97.78937,Entire home/apt,104,1,2,2021-12-15,0.56,1,331,2,
52976846,"Ideal Domain 1BR w/ Gym, Pool & W/D, walk to Q2 Stadium, by Blueground",107434423,Blueground,,78758,30.400745,-97.725121,Entire home/apt,164,31,0,,,36,100,0,
52976853,"Charming Domain 1BR w/ Gym, Pool & W/D, walk to Q2 Stadium, by Blueground",107434423,Blueground,,78758,30.400745,-97.725121,Entire home/apt,133,31,0,,,36,237,0,
52986104,Night/Sleep,78420792,Jc,,78751,30.306,-97.71562,Private room,54,1,0,,,1,0,0,
52987083,Mid-Century Bungalow in Unique Austin Neighborhood,96681934,Ann,,78752,30.32135,-97.71669,Entire home/apt,614,3,1,2022-01-07,0.46,1,58,1,
